REPORT_ID,Stats Area,Suburb,Postcode,LGA Name,Total Units,Total Cas,Total Fats,Total SI,Total MI,Year,Month,Day,Time,Area Speed,Position Type,Horizontal Align,Vertical Align,Other Feat,Road Surface,Moisture Cond,Weather Cond,DayNight,Crash Type,Unit Resp,Entity Code,CSEF Severity,Traffic Ctrls,DUI Involved,Drugs Involved,ACCLOC_X,ACCLOC_Y,UNIQUE_LOC
2019-9443-27/05/2021,2 Metropolitan,WYNN VALE,5127,CITY OF TEA TREE GULLY,2,0,0,0,0,2019,September,Monday,6:30 AM,70,T-Junction,"CURVED, VIEW OPEN",Slope,Not Applicable,Sealed,Dry,Not Raining,Daylight,Hit Parked Vehicle,1,Driver Rider,1: PDO,No Control,,,1336318.45,1683619.49,1.34E+13
2019-9444-27/05/2021,1 City,NORTH ADELAIDE,5006,CITY OF ADELAIDE,2,1,0,0,1,2019,September,Wednesday,7:30 AM,50,T-Junction,Straight road,Level,Not Applicable,Sealed,Dry,Not Raining,Daylight,Rear End,2,Driver Rider,2: MI,Give Way Sign,,,1328724.27,1672222.31,1.33E+13
2019-9445-27/05/2021,2 Metropolitan,HALLETT COVE,5158,CC MARION.                    ,3,0,0,0,0,2019,September,Monday,7:01 AM,50,Not Divided,"CURVED, VIEW OPEN",Slope,Not Applicable,Sealed,Dry,Not Raining,Daylight,Head On,1,Driver Rider,1: PDO,No Control,,,1318177.45,1653036.6,1.32E+13
2019-9446-27/05/2021,2 Metropolitan,KESWICK,5035,CITY OF UNLEY,2,0,0,0,0,2019,September,Monday,8:00 AM,60,Divided Road,Straight road,Level,Not Applicable,Sealed,Dry,Not Raining,Daylight,Rear End,2,Driver Rider,1: PDO,No Control,,,1326441.56,1668338.35,1.33E+13
2019-9447-27/05/2021,2 Metropolitan,HEATHPOOL,5068,"CC OF NORWOOD,PAYNEHAM & ST PETERS",2,0,0,0,0,2019,September,Monday,9:23 AM,60,T-Junction,Straight road,Level,Not Applicable,Sealed,Dry,Not Raining,Daylight,Right Angle,2,Driver Rider,1: PDO,No Control,,,1332292.2,1669983.62,1.33E+13
2019-9448-27/05/2021,2 Metropolitan,EVANSTON PARK,5116,CT GAWLER.                    ,2,2,0,0,2,2019,September,Sunday,2:50 PM,60,T-Junction,Straight road,Level,Not Applicable,Sealed,Dry,Not Raining,Daylight,Rear End,2,Driver Rider,2: MI,Traffic Signals,,,1341881.56,1703214.18,1.34E+13
2019-9449-27/05/2021,2 Metropolitan,YATALA VALE,5126,CITY OF TEA TREE GULLY,2,0,0,0,0,2019,September,Monday,6:45 AM,60,Not Divided,Straight road,Level,Not Applicable,Sealed,Dry,Not Raining,Daylight,Hit Parked Vehicle,2,Driver Rider,1: PDO,No Control,,,1339770.97,1684789.6,1.34E+13
2019-9450-27/05/2021,2 Metropolitan,MILE END,5031,CITY OF WEST TORRENS,3,2,0,0,2,2019,September,Sunday,12:00 PM,60,T-Junction,Straight road,Level,Not Applicable,Sealed,Wet,Not Raining,Daylight,Rear End,2,Driver Rider,2: MI,No Control,,,1326613.31,1671159.5,1.33E+13
2019-9451-27/05/2021,1 City,ADELAIDE,5000,CITY OF ADELAIDE,2,0,0,0,0,2019,September,Monday,7:30 AM,60,Not Divided,Straight road,Level,Not Applicable,Sealed,Dry,Not Raining,Daylight,Side Swipe,2,Driver Rider,1: PDO,No Control,,,1330252.08,1670400.87,1.33E+13
2019-9452-27/05/2021,3 Country,NEW WELL,5357,LOXTON WAIKERIE DISTRICT COUNCIL,3,0,0,0,0,2019,September,Saturday,2:00 PM,110,Not Divided,Straight road,Level,Not Applicable,Unsealed,Wet,Not Raining,Daylight,Hit Fixed Object,1,Driver Rider,1: PDO,No Control,,,1450950.83,1716049.84,1.45E+13
2019-9453-27/05/2021,2 Metropolitan,SEACLIFF PARK,5049,CC MARION.                    ,3,0,0,0,0,2019,September,Monday,9:00 AM,60,Divided Road,Straight road,Slope,Not Applicable,Sealed,Dry,Not Raining,Daylight,Hit Fixed Object,1,Driver Rider,1: PDO,No Control,,,1321749.07,1657916.92,1.32E+13
2019-9454-27/05/2021,2 Metropolitan,PASADENA,5042,CC MITCHAM.                   ,3,0,0,0,0,2019,September,Monday,8:45 AM,60,Divided Road,Straight road,Slope,Not Applicable,Sealed,Dry,Not Raining,Daylight,Rear End,1,Driver Rider,1: PDO,No Control,,,1327206.75,1662030.46,1.33E+13
2019-9455-27/05/2021,2 Metropolitan,THEBARTON,5031,CITY OF WEST TORRENS,2,1,0,0,1,2019,September,Monday,7:30 AM,60,T-Junction,Straight road,Level,Not Applicable,Sealed,Dry,Not Raining,Daylight,Rear End,2,Driver Rider,2: MI,Traffic Signals,,,1326578.58,1671690.95,1.33E+13
2019-9456-27/05/2021,2 Metropolitan,DRY CREEK,5094,CITY OF SALISBURY,2,0,0,0,0,2019,September,Monday,7:30 AM,90,Divided Road,Straight road,Level,Not Applicable,Sealed,Dry,Not Raining,Daylight,Rear End,2,Driver Rider,1: PDO,No Control,,,1327589.83,1681712.95,1.33E+13
2019-9457-27/05/2021,2 Metropolitan,WILLASTON,5118,LIGHT REGIONAL COUNCIL,2,0,0,0,0,2019,September,Monday,6:45 AM,110,Divided Road,Straight road,Level,Not Applicable,Sealed,Wet,Raining,Daylight,Hit Parked Vehicle,1,Driver Rider,1: PDO,No Control,,,1342288.03,1708499.6,1.34E+13
2019-9458-27/05/2021,1 City,ADELAIDE,5000,CITY OF ADELAIDE,2,0,0,0,0,2019,September,Monday,9:00 AM,50,T-Junction,Straight road,Level,Not Applicable,Sealed,Dry,Not Raining,Daylight,Right Angle,1,Driver Rider,1: PDO,No Control,,,1329054.06,1669668.08,1.33E+13
2019-9459-27/05/2021,2 Metropolitan,VIRGINIA,5120,CITY OF PLAYFORD.,2,3,0,3,0,2019,September,Monday,12:00 PM,80,Cross Road,Straight road,Level,Not Applicable,Sealed,Dry,Not Raining,Daylight,Right Angle,2,Driver Rider,3: SI,Give Way Sign,,,1327795.16,1698211.19,1.33E+13
2019-9460-27/05/2021,2 Metropolitan,PROSPECT,5082,CITY OF PROSPECT,2,2,0,0,2,2019,September,Thursday,8:45 AM,60,Divided Road,Straight road,Level,Not Applicable,Sealed,Dry,Not Raining,Daylight,Rear End,2,Driver Rider,2: MI,No Control,,,1327309.06,1676394.46,1.33E+13
2019-9461-27/05/2021,2 Metropolitan,OAKDEN,5086,CITY OF PORT ADELAIDE ENFIELD,2,1,0,0,1,2019,September,Monday,9:15 AM,70,Divided Road,Straight road,Level,Not Applicable,Sealed,Dry,Not Raining,Daylight,Rear End,2,Driver Rider,2: MI,No Control,,,1332689.41,1679317.9,1.33E+13
2019-9462-27/05/2021,2 Metropolitan,WOODVILLE GARDENS,5012,CITY OF PORT ADELAIDE ENFIELD,2,0,0,0,0,2019,September,Monday,1:10 PM,50,Cross Road,Straight road,Level,Not Applicable,Sealed,Dry,Not Raining,Daylight,Right Angle,1,Driver Rider,1: PDO,Stop Sign,,,1324711.91,1677490.7,1.32E+13
2019-9463-27/05/2021,2 Metropolitan,MITCHAM,5062,CC MITCHAM.                   ,2,0,0,0,0,2019,September,Monday,9:15 AM,60,Not Divided,"CURVED, VIEW OBSCURED",Slope,Not Applicable,Sealed,Dry,Not Raining,Daylight,Rear End,1,Driver Rider,1: PDO,No Control,,,1330323.27,1663949.97,1.33E+13
2019-9464-27/05/2021,1 City,NORTH ADELAIDE,5006,CITY OF ADELAIDE,2,0,0,0,0,2019,September,Monday,12:00 PM,50,T-Junction,Straight road,Level,Not Applicable,Sealed,Dry,Not Raining,Daylight,Right Angle,2,Driver Rider,1: PDO,No Control,,,1328950.68,1672542.87,1.33E+13
2019-9465-27/05/2021,3 Country,BORRIKA,5309,DC KAROONDA EAST MURRAY.      ,2,0,0,0,0,2019,September,Sunday,9:00 PM,100,Not Divided,Straight road,Level,Not Applicable,Unsealed,Dry,Not Raining,Night,Hit Fixed Object,1,Driver Rider,1: PDO,No Control,,,1456723.68,1671869.57,1.46E+13
2019-9466-27/05/2021,1 City,NORTH ADELAIDE,5006,CITY OF ADELAIDE,2,1,0,0,1,2019,September,Monday,2:30 PM,50,Cross Road,Straight road,Level,Not Applicable,Sealed,Dry,Not Raining,Daylight,Right Angle,1,Driver Rider,2: MI,Roundabout,,,1328882.35,1671981.92,1.33E+13
2019-9467-27/05/2021,2 Metropolitan,BLAIR ATHOL,5084,CITY OF PORT ADELAIDE ENFIELD,2,0,0,0,0,2019,September,Thursday,5:45 PM,50,T-Junction,Straight road,Level,Not Applicable,Sealed,Wet,Raining,Daylight,Hit Fixed Object,1,Driver Rider,1: PDO,No Control,,,1328013.87,1678388.22,1.33E+13
2019-9468-27/05/2021,2 Metropolitan,CLARENCE PARK,5034,CITY OF UNLEY,2,1,0,0,1,2019,September,Monday,1:10 PM,60,T-Junction,Straight road,Level,Not Applicable,Sealed,Dry,Not Raining,Daylight,Rear End,1,Driver Rider,2: MI,Stop Sign,,,1327496.32,1666601.32,1.33E+13
2019-9469-27/05/2021,3 Country,WATTLE FLAT,5203,DC YANKALILLA.                ,2,1,0,0,1,2019,September,Monday,2:15 PM,100,Not Divided,"CURVED, VIEW OPEN",Level,Not Applicable,Sealed,Dry,Not Raining,Daylight,Head On,1,Driver Rider,2: MI,No Control,,,1308440.95,1616198.97,1.31E+13
2019-9470-27/05/2021,2 Metropolitan,WALKERVILLE,5081,WALKERVILLE TOWN COUNCIL,2,0,0,0,0,2019,September,Monday,3:30 PM,60,Cross Road,"CURVED, VIEW OPEN",Slope,Not Applicable,Sealed,Dry,Not Raining,Daylight,Right Turn,1,Driver Rider,1: PDO,Traffic Signals,,,1329483.39,1674233.16,1.33E+13
2019-9471-27/05/2021,3 Country,MOUNT SCHANK,5291,DISTRICT COUNCIL OF GRANT,1,0,0,0,0,2019,September,Monday,3:00 PM,100,Not Divided,Straight road,Slope,Not Applicable,Unsealed,Dry,Not Raining,Daylight,Roll Over,1,Driver Rider,1: PDO,No Control,,,1504205.02,1329437.96,1.50E+13
2019-9472-27/05/2021,2 Metropolitan,NORTON SUMMIT,5136,THE ADELAIDE HILLS COUNCIL,1,1,0,0,1,2019,September,Monday,5:00 PM,60,Multiple,"CURVED, VIEW OPEN",Slope,Not Applicable,Sealed,Dry,Not Raining,Daylight,Roll Over,1,Driver Rider,2: MI,Stop Sign,,,1339898.5,1670606.37,1.34E+13
2019-9473-27/05/2021,2 Metropolitan,WYNN VALE,5127,CITY OF TEA TREE GULLY,3,0,0,0,0,2019,September,Monday,4:18 PM,70,T-Junction,"CURVED, VIEW OBSCURED",Slope,Not Applicable,Sealed,Dry,Not Raining,Daylight,Right Turn,1,Driver Rider,1: PDO,No Control,,,1336316.01,1683630.76,1.34E+13
2019-9474-27/05/2021,2 Metropolitan,HUNTFIELD HEIGHTS,5163,CITY OF ONKAPARINGA,2,1,0,1,0,2019,September,Monday,5:05 PM,50,Not Divided,Straight road,Level,Driveway or Entrance,Sealed,Dry,Not Raining,Daylight,Rear End,1,Driver Rider,3: SI,No Control,,Y,1319733.86,1645813.11,1.32E+13
2019-9475-27/05/2021,2 Metropolitan,ELIZABETH PARK,5113,CITY OF PLAYFORD.,2,1,0,1,0,2019,September,Monday,1:30 AM,60,T-Junction,Straight road,Level,Not Applicable,Sealed,Wet,Raining,Night,Right Angle,2,Driver Rider,3: SI,No Control,,,1337174.29,1693519.04,1.34E+13
2019-9476-27/05/2021,2 Metropolitan,NORTHGATE,5085,CITY OF PORT ADELAIDE ENFIELD,2,0,0,0,0,2019,September,Monday,4:32 PM,50,Cross Road,Straight road,Level,Not Applicable,Sealed,Dry,Not Raining,Daylight,Hit Fixed Object,1,Driver Rider,1: PDO,Roundabout,,,1331726.07,1678076.71,1.33E+13
2019-9477-27/05/2021,2 Metropolitan,CLARENDON,5157,CITY OF ONKAPARINGA,2,0,0,0,0,2019,September,Monday,3:00 PM,60,Not Divided,"CURVED, VIEW OBSCURED",Level,Not Applicable,Sealed,Dry,Not Raining,Daylight,Roll Over,1,Driver Rider,1: PDO,No Control,,,1329844.4,1650400.04,1.33E+13
2019-9478-27/05/2021,2 Metropolitan,DRY CREEK,5094,CITY OF PORT ADELAIDE ENFIELD,2,0,0,0,0,2019,September,Monday,6:15 PM,60,Ramp Off,"CURVED, VIEW OPEN",Level,Roadworks,Sealed,Wet,Raining,Night,Hit Object on Road,1,Driver Rider,1: PDO,No Control,,,1325420.27,1681456.77,1.33E+13
2019-9479-27/05/2021,2 Metropolitan,FULHAM GARDENS,5024,CITY OF CHARLES STURT,2,0,0,0,0,2019,September,Monday,6:40 PM,60,T-Junction,Straight road,Level,Not Applicable,Sealed,Wet,Raining,Night,Rear End,2,Driver Rider,1: PDO,No Control,,,1320062.68,1673061.97,1.32E+13
2019-9480-27/05/2021,3 Country,RENMARK SOUTH,5341,DC RENMARK PARINGA            ,2,0,0,0,0,2019,September,Monday,4:30 PM,90,Cross Road,Straight road,Level,Not Applicable,Sealed,Dry,Not Raining,Daylight,Right Angle,2,Driver Rider,1: PDO,Give Way Sign,,,1526435.53,1743544.88,1.53E+13
2019-9481-27/05/2021,2 Metropolitan,SALISBURY DOWNS,5108,CITY OF SALISBURY,3,0,0,0,0,2019,September,Monday,7:20 PM,60,Cross Road,Straight road,Level,Not Applicable,Sealed,Dry,Not Raining,Night,Rear End,1,Driver Rider,1: PDO,Traffic Signals,,,1331446.5,1686820.98,1.33E+13
2019-9482-27/05/2021,2 Metropolitan,BEDFORD PARK,5042,CC MITCHAM.                   ,2,0,0,0,0,2019,September,Monday,7:57 PM,50,T-Junction,Straight road,Slope,Not Applicable,Sealed,Dry,Not Raining,Night,Right Turn,2,Driver Rider,1: PDO,Stop Sign,,,1325410.03,1659940.72,1.33E+13
2019-9483-27/05/2021,2 Metropolitan,CAMDEN PARK,5038,CITY OF WEST TORRENS,2,1,0,1,0,2019,September,Monday,4:50 PM,60,T-Junction,Straight road,Level,Not Applicable,Sealed,Dry,Not Raining,Daylight,Rear End,1,Driver Rider,3: SI,Roundabout,Y,,1322615.66,1666104.64,1.32E+13
2019-9484-27/05/2021,2 Metropolitan,ALLENBY GARDENS,5009,CITY OF CHARLES STURT,5,4,0,1,3,2019,September,Monday,8:04 PM,40,Not Divided,Straight road,Level,Not Applicable,Sealed,Wet,Not Raining,Night,Hit Parked Vehicle,1,Driver Rider,3: SI,No Control,,,1324408.31,1673703.86,1.32E+13
2019-9485-27/05/2021,2 Metropolitan,WOODVILLE WEST,5011,CITY OF CHARLES STURT,2,1,0,0,1,2019,September,Monday,9:20 PM,60,Multiple,Straight road,Level,Not Applicable,Sealed,Wet,Not Raining,Night,Right Angle,2,Driver Rider,2: MI,Traffic Signals,,,1322387.2,1676199.15,1.32E+13
2019-9486-27/05/2021,2 Metropolitan,CLARENCE GARDENS,5039,CC MITCHAM.                   ,2,0,0,0,0,2019,September,Monday,9:00 PM,50,T-Junction,Straight road,Slope,Not Applicable,Sealed,Dry,Not Raining,Night,Right Angle,2,Driver Rider,1: PDO,No Control,,,1326033.94,1665294.98,1.33E+13
2019-9487-27/05/2021,3 Country,UNDALYA,5451,CLARE AND GILBERT VALLEYS DISTRICT COUNCIL,2,1,0,0,1,2019,September,Monday,6:15 PM,100,Not Divided,"CURVED, VIEW OPEN",Slope,Not Applicable,Sealed,Dry,Not Raining,Night,Hit Fixed Object,1,Driver Rider,2: MI,No Control,,,1340343.49,1764375.1,1.34E+13
2019-9488-27/05/2021,1 City,NORTH ADELAIDE,5006,CITY OF ADELAIDE,3,0,0,0,0,2019,September,Tuesday,12:11 AM,50,Not Divided,"CURVED, VIEW OPEN",Slope,Not Applicable,Sealed,Dry,Not Raining,Night,Hit Parked Vehicle,1,Driver Rider,1: PDO,No Control,,,1328454.45,1672374.56,1.33E+13
2019-9489-27/05/2021,2 Metropolitan,MAWSON LAKES,5095,CITY OF SALISBURY,2,0,0,0,0,2019,September,Tuesday,1:00 AM,50,Not Divided,Straight road,Level,Not Applicable,Sealed,Dry,Not Raining,Night,Rear End,2,Driver Rider,1: PDO,No Control,,,1329192.7,1683752.82,1.33E+13
2019-9490-27/05/2021,2 Metropolitan,TORRENS PARK,5062,CC MITCHAM.                   ,2,2,0,0,2,2019,September,Tuesday,6:10 AM,50,Not Divided,"CURVED, VIEW OPEN",Level,Not Applicable,Sealed,Dry,Not Raining,Daylight,Head On,1,Driver Rider,2: MI,No Control,,,1329522.72,1664763.37,1.33E+13
2019-9491-27/05/2021,3 Country,SWAN REACH,5354,MID MURRAY DISTRICT COUNCIL,1,1,0,0,1,2019,September,Tuesday,8:00 AM,110,Not Divided,Straight road,Level,Not Applicable,Sealed,Dry,Not Raining,Daylight,Left Road - Out of Control,1,Driver Rider,2: MI,No Control,,,1424445.46,1708126.52,1.42E+13
2019-9492-27/05/2021,2 Metropolitan,CAMDEN PARK,5038,CITY OF WEST TORRENS,2,0,0,0,0,2019,September,Tuesday,8:30 AM,60,Cross Road,Straight road,Level,Not Applicable,Sealed,Dry,Not Raining,Daylight,Right Turn,2,Driver Rider,1: PDO,Stop Sign,,,1323001.35,1667014.36,1.32E+13
2019-9493-27/05/2021,3 Country,NURIOOTPA,5355,THE BAROSSA COUNCIL.,2,0,0,0,0,2019,September,Tuesday,9:45 AM,50,Not Divided,Straight road,Level,Driveway or Entrance,Sealed,Dry,Not Raining,Daylight,Side Swipe,2,Driver Rider,1: PDO,No Control,,,1366551.53,1719790.93,1.37E+13
2019-9494-27/05/2021,2 Metropolitan,KINGSWOOD,5062,CC MITCHAM.                   ,2,1,0,0,1,2019,September,Tuesday,8:33 AM,50,Cross Road,Straight road,Level,Not Applicable,Sealed,Dry,Not Raining,Daylight,Rear End,2,Driver Rider,2: MI,Stop Sign,,,1329775.4,1665589.8,1.33E+13
2019-9495-27/05/2021,2 Metropolitan,EDWARDSTOWN,5039,CC MARION.                    ,2,0,0,0,0,2019,September,Monday,4:30 PM,50,Cross Road,Straight road,Level,Not Applicable,Sealed,Dry,Not Raining,Daylight,Rear End,2,Driver Rider,1: PDO,Give Way Sign,,,1325093.28,1664862.31,1.33E+13
2019-9496-27/05/2021,2 Metropolitan,PARADISE,5075,CC CAMPBELLTOWN.              ,2,0,0,0,0,2019,September,Tuesday,9:20 AM,60,Divided Road,Straight road,Level,Not Applicable,Sealed,Dry,Not Raining,Daylight,Hit Parked Vehicle,1,Driver Rider,1: PDO,No Control,,,1334787.54,1676086.19,1.33E+13
2019-9497-27/05/2021,2 Metropolitan,CROYDON PARK,5008,CITY OF PORT ADELAIDE ENFIELD,2,0,0,0,0,2019,September,Tuesday,11:05 AM,60,Not Divided,Straight road,Level,Not Applicable,Sealed,Dry,Not Raining,Daylight,Side Swipe,2,Driver Rider,1: PDO,No Control,,,1326068.55,1675797.54,1.33E+13
2019-9498-27/05/2021,2 Metropolitan,CROYDON PARK,5008,CITY OF PORT ADELAIDE ENFIELD,2,2,0,0,2,2019,September,Tuesday,10:14 AM,60,Cross Road,Straight road,Level,Not Applicable,Sealed,Dry,Not Raining,Daylight,Right Angle,2,Driver Rider,2: MI,Give Way Sign,,,1326063.22,1676050.32,1.33E+13
2019-9499-27/05/2021,2 Metropolitan,GLENELG,5045,CITY OF HOLDFAST BAY,2,0,0,0,0,2019,September,Sunday,1:50 PM,40,Not Divided,Straight road,Level,Driveway or Entrance,Sealed,Dry,Not Raining,Daylight,Right Angle,2,Driver Rider,1: PDO,No Control,,,1320245.95,1664586.68,1.32E+13
2019-9500-27/05/2021,2 Metropolitan,WALKERVILLE,5081,WALKERVILLE TOWN COUNCIL,2,1,0,0,1,2019,September,Tuesday,11:15 AM,50,Not Divided,Straight road,Level,Not Applicable,Sealed,Dry,Not Raining,Daylight,Side Swipe,1,Driver Rider,2: MI,No Control,,,1330186.38,1674448.28,1.33E+13
2019-9501-27/05/2021,2 Metropolitan,WALKERVILLE,5081,WALKERVILLE TOWN COUNCIL,2,0,0,0,0,2019,September,Tuesday,12:42 PM,50,Cross Road,Straight road,Level,Not Applicable,Sealed,Dry,Not Raining,Daylight,Right Angle,2,Driver Rider,1: PDO,Roundabout,,,1329978.74,1674265.45,1.33E+13
2019-9502-27/05/2021,2 Metropolitan,KLEMZIG,5087,CITY OF PORT ADELAIDE ENFIELD,2,0,0,0,0,2019,September,Tuesday,1:00 PM,50,Not Divided,Straight road,Level,Not Applicable,Sealed,Dry,Not Raining,Daylight,Hit Parked Vehicle,1,Driver Rider,1: PDO,No Control,,,1332027,1675778.71,1.33E+13
2019-9503-27/05/2021,2 Metropolitan,MOUNT BARKER,5251,DC MT.BARKER.                 ,2,1,0,0,1,2019,September,Tuesday,11:20 AM,50,Not Divided,Straight road,Level,Driveway or Entrance,Sealed,Dry,Not Raining,Daylight,Right Angle,1,Driver Rider,2: MI,No Control,,,1351385.96,1654350.21,1.35E+13
2019-9504-27/05/2021,2 Metropolitan,GOLDEN GROVE,5125,CITY OF TEA TREE GULLY,2,1,0,0,1,2019,September,Tuesday,2:10 PM,60,Cross Road,Straight road,Level,Not Applicable,Sealed,Dry,Not Raining,Daylight,Right Turn,1,Driver Rider,2: MI,Traffic Signals,,,1337889.71,1685361.47,1.34E+13
2019-9505-27/05/2021,2 Metropolitan,UNDERDALE,5032,CITY OF WEST TORRENS,2,0,0,0,0,2019,September,Tuesday,1:30 PM,50,Not Divided,Straight road,Level,Not Applicable,Sealed,Dry,Not Raining,Daylight,Hit Parked Vehicle,1,Driver Rider,1: PDO,No Control,,,1324325.11,1671084.91,1.32E+13
2019-9506-27/05/2021,2 Metropolitan,GREEN FIELDS,5107,CITY OF SALISBURY,2,0,0,0,0,2019,September,Tuesday,3:59 PM,60,T-Junction,"CURVED, VIEW OPEN",Level,Not Applicable,Sealed,Dry,Not Raining,Daylight,Right Angle,2,Driver Rider,1: PDO,Give Way Sign,,,1329306.65,1685464.97,1.33E+13
2019-9507-27/05/2021,2 Metropolitan,NETHERBY,5062,CC MITCHAM.                   ,2,0,0,0,0,2019,September,Tuesday,3:35 PM,60,Not Divided,Straight road,Slope,Not Applicable,Sealed,Dry,Not Raining,Daylight,Rear End,2,Driver Rider,1: PDO,No Control,,,1330312.61,1666278.62,1.33E+13
2019-9508-27/05/2021,2 Metropolitan,MORPHETT VALE,5162,CITY OF ONKAPARINGA,2,1,0,0,1,2019,September,Tuesday,3:40 PM,60,Cross Road,Straight road,Level,Not Applicable,Sealed,Dry,Not Raining,Daylight,Rear End,2,Driver Rider,2: MI,Traffic Signals,,,1320810.01,1648695.32,1.32E+13
2019-9509-27/05/2021,2 Metropolitan,SALISBURY NORTH,5108,CITY OF SALISBURY,2,3,0,0,3,2019,September,Tuesday,4:05 PM,60,T-Junction,Straight road,Level,Not Applicable,Sealed,Dry,Not Raining,Daylight,Right Angle,1,Driver Rider,2: MI,No Control,,,1331835.67,1689491.94,1.33E+13
2019-9510-27/05/2021,2 Metropolitan,PAYNEHAM,5070,"CC OF NORWOOD,PAYNEHAM & ST PETERS",2,0,0,0,0,2019,September,Tuesday,3:30 PM,50,Not Divided,Straight road,Level,Driveway or Entrance,Sealed,Dry,Not Raining,Daylight,Right Angle,1,Driver Rider,1: PDO,No Control,,,1332736.62,1673257.86,1.33E+13
2019-9511-27/05/2021,1 City,ADELAIDE,5000,CITY OF ADELAIDE,2,0,0,0,0,2019,September,Tuesday,4:25 PM,50,Cross Road,Straight road,Level,Not Applicable,Sealed,Dry,Not Raining,Daylight,Right Turn,1,Driver Rider,1: PDO,Traffic Signals,,,1327930.12,1670340.86,1.33E+13
2019-9512-27/05/2021,2 Metropolitan,MANNINGHAM,5086,CITY OF PORT ADELAIDE ENFIELD,2,0,0,0,0,2019,September,Tuesday,3:30 PM,60,Divided Road,Straight road,Level,Unknown,Sealed,Dry,Not Raining,Daylight,Side Swipe,2,Driver Rider,1: PDO,No Control,,,1330444.6,1676361.65,1.33E+13
2019-9513-27/05/2021,2 Metropolitan,PARKSIDE,5063,CITY OF UNLEY,2,0,0,0,0,2019,September,Tuesday,5:15 PM,60,T-Junction,Straight road,Level,Not Applicable,Sealed,Dry,Not Raining,Daylight,Side Swipe,1,Driver Rider,1: PDO,No Control,,,1329778.11,1668983.07,1.33E+13
2019-9514-27/05/2021,2 Metropolitan,FLAGSTAFF HILL,5159,CITY OF ONKAPARINGA,2,0,0,0,0,2019,September,Tuesday,6:45 AM,60,Not Divided,"CURVED, VIEW OPEN",Level,Driveway or Entrance,Sealed,Dry,Not Raining,Daylight,Right Angle,2,Driver Rider,1: PDO,No Control,,,1326670.3,1657099.86,1.33E+13
2019-9515-27/05/2021,2 Metropolitan,WARRADALE,5046,CC MARION.                    ,2,0,0,0,0,2019,September,Tuesday,5:00 PM,60,Divided Road,Straight road,Level,Not Applicable,Sealed,Dry,Not Raining,Daylight,Rear End,1,Driver Rider,1: PDO,No Control,,,1322628.23,1661690.36,1.32E+13
2019-9516-27/05/2021,2 Metropolitan,MORPHETT VALE,5162,CITY OF ONKAPARINGA,2,1,0,0,1,2019,September,Tuesday,5:52 PM,50,T-Junction,Straight road,Slope,Not Applicable,Sealed,Dry,Not Raining,Daylight,Right Turn,1,Driver Rider,2: MI,No Control,,,1319753.04,1647836,1.32E+13
2019-9517-27/05/2021,2 Metropolitan,TORRENSVILLE,5031,CITY OF WEST TORRENS,2,0,0,0,0,2019,September,Tuesday,5:30 PM,60,Divided Road,Straight road,Level,Not Applicable,Sealed,Dry,Not Raining,Daylight,Rear End,2,Driver Rider,1: PDO,No Control,,,1324367.02,1670946.58,1.32E+13
2019-9518-27/05/2021,2 Metropolitan,TORRENS PARK,5062,CC MITCHAM.                   ,2,0,0,0,0,2019,September,Tuesday,7:45 AM,60,Cross Road,"CURVED, VIEW OPEN",Level,Not Applicable,Sealed,Dry,Not Raining,Daylight,Rear End,2,Driver Rider,1: PDO,Roundabout,,,1330012.26,1664229.65,1.33E+13
2019-9519-27/05/2021,2 Metropolitan,DARLINGTON,5047,CC MARION.                    ,2,0,0,0,0,2019,September,Monday,4:50 PM,100,Freeway,Straight road,Slope,Not Applicable,Sealed,Dry,Not Raining,Daylight,Rear End,2,Driver Rider,1: PDO,No Control,,,1324059.45,1659270.57,1.32E+13
2019-9520-27/05/2021,2 Metropolitan,STEPNEY,5069,"CC OF NORWOOD,PAYNEHAM & ST PETERS",2,1,0,0,1,2019,September,Tuesday,4:35 PM,60,T-Junction,Straight road,Level,Not Applicable,Sealed,Dry,Not Raining,Daylight,Right Turn,2,Driver Rider,2: MI,No Control,,,1330755.84,1671719.28,1.33E+13
2019-9521-27/05/2021,3 Country,SELLICKS HILL,5174,DC YANKALILLA.                ,3,1,0,1,0,2019,September,Tuesday,4:15 PM,100,Not Divided,"CURVED, VIEW OPEN",Level,Driveway or Entrance,Sealed,Dry,Not Raining,Daylight,Hit Fixed Object,1,Driver Rider,3: SI,No Control,Y,,1314190.54,1621790.15,1.31E+13
2019-9522-27/05/2021,2 Metropolitan,HOLDEN HILL,5088,CITY OF PORT ADELAIDE ENFIELD,2,1,0,0,1,2019,September,Tuesday,5:50 PM,60,Cross Road,Straight road,Level,Not Applicable,Sealed,Dry,Not Raining,Daylight,Rear End,2,Driver Rider,2: MI,Traffic Signals,,,1333809.35,1678092.37,1.33E+13
2019-9523-27/05/2021,2 Metropolitan,MAWSON LAKES,5095,CITY OF SALISBURY,2,0,0,0,0,2019,September,Tuesday,2:15 PM,80,Divided Road,Straight road,Level,Not Applicable,Sealed,Dry,Not Raining,Daylight,Side Swipe,1,Driver Rider,1: PDO,No Control,,,1328656.56,1684689.05,1.33E+13
